user,text,sentiment
r*****h,"Kualitas Suara: jernih
Warna: hitam
Desain: desain bagus stylish pilih warna hitam biar tdk mencolok
Bagus barangnya, suara jernih dan semua berfungsi normal. 
Waktu pesan menambah tambahan proteksi barang, tp pas datang hanya dilapisi selembar (ckp panjang) buble wrap saja.",Positive
,"Kualitas Suara: suara nya jerni
Warna: sesuai blue nya bagus
Desain: keren
suka bngttt sama baseus ini, semoga tahan lama..",Positive
,"Kualitas Suara: ok
Warna: ok
Desain: ok
udah sampe dan sudah coba hampir setiap malam batrenya masih awet banget terimakasih yaa",Positive
s*****n,"Paket sampai dengan cepat dan aman, warnanya cakeup bangett luv deh🫶🏻",Positive
,"Kualitas Suara: baguss
Warna: biruu
Desain: lucuu
Ini udah pembelian ke 3 selama setahun karena pada hilang ... punya baseus bukan earphone, pb juga punya ...",Positive
f*****d,"Kualitas Suara: sangat bagus
Warna: hitam
Desain: simple dan menarik
thank you paketnya sampai dengan cepat dan selamat🙏🏻🙏🏻🙏🏻 bener2 bagus suaranyaa",Positive
a*****2,"Kualitas Suara: Sangat Baik
Warna: Sesuai ekspetasi
Desain: Bagus, mudah dibawa
Pengiriman cepat, barang sesuai pesanan, kualitas baik semua",Positive
,"Kualitas Suara: bagus
Warna: lucu soft
Desain: kotak unyu
baguss lucu banget warnanya soft di kuping enak mantap banget nyala dua duanya jugak",Positive
,"Kualitas Suara: bagus
Warna: lucuuu
Desain: bagusss
Baseus mah gak usah diragukan lagi yaa",Positive
a*****i,"Kualitas Suara: jernih dan muluss
Warna: lucuu
Desain: simpel dan enteng
suaranya bagus, ngebass, moga awet yah 😅",Positive
a*****_,"Kualitas Suara: bagus
Warna: lucu
Desain: ada stiker  juga
Mic nya bagus juga dipakai saat telepon",Positive
f*****9,"Kualitas Suara: Mantap
Warna: cantik
Desain: simple
Puas banget pokoknya dengan harga segitu🫶🏻",Positive
m*****0,"Kualitas Suara: bassnya oke jga
Warna: warnanya lucu pinkeuu soft
alhamdulillah nyala keduanya, jd aman. good, thank you.",Positive
u*****i,"barangnya sudah sampai, mantap. bass nya oke, suaranya jernih. pengiriman cepat, warnanya pink soft jadi lucu bgt",Positive
,"Kualitas Suara: merdu, bening & ngebass
Warna: good colour
Desain: excellent
sebelumnya sdh pernah beli kabel n charger, semuanya memuaskan n gk pernah nyesal beli produk baseus.",Positive
d*****a,"Kualitas Suara: sangat jelas
Warna: menarik dan simple
aku uda coba dan kualitasnya sangat baik, packagingnya juga bagus! tysm ya!",Positive
,"Kualitas Suara: bagus
Warna: bagus
Desain: simple
Aman, pas di coba dipake enak ke kuping, suaranya dua2nya juga ada. Bonus dapet stiker juga, thanks",Positive
a*****s,"Kualitas Suara: jernih
Warna: hitam
Desain: cantik
Suara bagus, warna cantik, yang terbaiklaa",Positive
,"Kualitas Suara: 9.5/10
Warna: Soft Pink
Desain: simple dan menarik
Belum ngerti cara pake tws, tapi ini bagus banget bass nya keren banget",Positive
,"Kualitas Suara: suaranya pas bangett ditelinga
Warna: lucu banget warna pinknya🥹 sesuai gambar",Positive
,"Kualitas Suara: bagus volum kecil aja cukup banget di telinga
Warna: pink. cakep banget
Desain: simpel, enak dibawa kemana2",Positive
c*****s,barang sesuai dan sampai dalam keadaan baik. kualitas suara ok,Positive
,"Kualitas Suara: mantap dan jernih
Warna: menarik dan lucu
Desain: good lah
Walaupun sempet lama pengirimannya tp pas barang dteng puas bgt sih, Suaranya ngebass and mantul bnget deh bukan kleng².",Positive
e*****o,"Kualitas Suara: bagus
Warna: pink
Desain: lucuuu
Ditambah tempelan pita jd makin cute",Positive
,"Kualitas Suara: jernis, bass nya juga enak ditelinga
Warna: warnanya keren
Desain: sangat slim dan enak buat dibawa bawa",Positive
l*****u,"Kualitas Suara: baik
Warna: biru
Desain: lucu
Alhamdulillah bagus, barang datang sesuai. Kondisi baik, bisa digunakan dengan baik juga.",Positive
,"Fitur Terbaik: cantik banget
Manis warnanya soft gitu suka, tinggal beli case",Positive
e*****i,"Kualitas Suara: enakk
Warna: lucuk
Desain: agak beda ya sama yg sbeelumnya tp makin baguz",Positive
n*****5,"Warna: cakeppp
produk sesuai dengan harganya dan kualitasnya, suaranya ok banget untuk dengerin musik!",Positive
,"Kualitas Suara: belum d coba
Warna: sesuai
Desain: sesuai
D kemas rapih dan aman, pengiriman cepat responsif. Semoga awet.",Positive
k*****h,"Kualitas Suara: puas
Warna: menarik
Desain: modern
Jelajahi panduan pengguna komprehensif untuk Baseus E16 TWS True Wireless Bluetooth Earphone, yang menampilkan petunjuk terperinci",Negative
n*****1,"Kualitas Suara: suara bagus
Warna: sangat bagus dan sesuai gambar
Desain: keren
Pengriiman cepat, packing oke, barang sesuai pesanan",Positive
,"best buy banget, enakeun dipakenya, buku panduannya juga gampang banget dipahami. dah dapet kabel type c buat charge juga",Positive
_*****2,"Terimakasih tws nya bagus, suara jernih, warna nya juga bagus soft blue👍🏻 semoga awet. Aamiin",Positive
z*****4,"Paket sampai dengan selamat dan pengemasan yang bagus, barangnya dalam keadaan baik",Positive
i*****6,"Kualitas Suara: yidak buat telinga budek
Warna: biru
Desain: sederhana
Microponnya oke, kwalitas hambar bagus. Tidak bikin telinga jadi budek, kaya ada penyaring suaranya.",Neutral
r*****8,IHHH BAGUSSSS BGTTT SUKAAAA SUARANYAA ENAKK BGTTTTT MANA LUCUU LAGIII PINKNYAAA 💕💕💕🫶🏻🫶🏻🫶🏻🫶🏻,Positive
r*****i,"Fitur Terbaik: suara jernih
Sepadan dengan Harga: sepadan
baguus, lucu bgt warnanya, pengiriman cepat, kualitas bagus sesuai harga",Positive
,"Kualitas Suara: jernih & ngebass bgtt
Warna: pinknya lucuuuu
Desain: simple
nyaman di telinga, ringan. semoga awettt 💓💓",Positive
n*****y,"Kualitas Suara: mantapp jernih bgt
Warna: bagus bersih
Desain: oke aja
baguss sesuai harga ya enak dipake jugaa fiturnya keren",Positive
,"Warna: hitam sesuai deskripsi
Desain: simple
Bagus. Semoga awet karena buat hadiah perpisahan.",Positive
s*****n,"Kualitas produk bagus, pengiriman sangat cepat & packaging aman. Mantap 👍",Positive
,"Kualitas Suara: suara jernih
Warna: Biru
Desain: Sederhana
Semogaa bisa jadi partner moodku yaa xixi",Positive
s*****6,"Kualitas Suara: enak bgttt luvvv
Warna: pinkeu imuet
Desain: lucuuuukkkkk
Berasa enak banget earphone nya sukak bintang 1000000000× 😭😭😭🫶🫶🫶🫶🫶🫶🫶🫶🫶🫶",Positive
a*****i,"Kualitas Suara: bass yg memuaskan
Warna: sesuai dengan gambar
Desain: simpel dan minimalis
Good quality and good choice",Positive
a*****n,"bagus sekali, warna cantik, suara juga jernih semoga awet lama",Positive
t*****i,"Kualitas Suara: jernih
Warna: sesuai ekspektasi
Desain: simple
batrenya awet, suaranya jernih, rekomen",Positive
p*****z,desainnya lucu dan menarik kualitasnya bagus dengan harga yang terjangkau,Positive
,"Kualitas Suara: bagus
Warna: warna bagus
Desain: lucu imut imut
Bagus
Semoga awet
Warnannya jg bagus bagus",Positive
w*****1,"Bagus suranya mantap
Design nya juga elegan dan warnanya soft.. sukaa bangett",Positive
,"BAGUS BANGETTT, KALIAN WAJIB BELIII!!!. JANGAN RAGU JANGAN BIMBANG KAWAN. dengan harga segini termasuk murah ya dengan kualitas bagus. di shopee harganya seratusan keatas, tapi kalo ditoko offline 250rb.",Positive
,"Kualitas Suara: bagus
Warna: menarik
Desain: sesuai
Barangnya bagus dan sesuai yang digambar harganya juga terjangkau",Positive
f*****1,"Kualitas Suara: suara jernih, cukup dg volume kecil suara sudah jelas
Warna: birunya soft, bagus
Desain: elegan dan mini",Positive
j*****3,"ku kira bakal lepas terus di telingaku yg kecil ini. soalnya pinjem punya suami gtu (tdk sama merk) ternyta enggk. pas bgt d telinga. suara jernih, semoga aja awet, udh niat dari lama mau beli ini. baru skrng ksmpai an",Positive
,"Kualitas Suara: Suara ok
Desain: Pas dan compact
Unit ok, semoga awet. Tinggal tes daya tahan batrai",Positive
,"kualitas suaranya cukup (tp ga jernih besar) batrenya lumayan awet 2hari kalau dipake terus, pengiriman aman thanks",Positive
,"Kualitas Suara: bass nya aga kurang
Warna: menarik lucu
Desain: menarik
batre awet sudah coba pemakaian kuat sekitar 4-5 jam non stop, cuman klo di pake aga lama sakit kuping nya kayanya lebih baik yang ada karetnya",Positive
,"Kualitas Suara: Oke
Warna: Unyu
Desain: mungil n simple
Alhamdulillah nyampe dan bagus.. Recommend seller",Positive
,"Kualitas Suara: Bersih dan Jernih
Warna: Hitam Sesuai Pesanan
Desain: Menarik Simple elegan",Positive
n*****s,Terima kasih barang datang dengan aman dan cepat+pesanan sesuai. Respon penjual baik 👍🏻👍🏻👍🏻,Positive
,"Kualitas Suara: suaranya bagus dan jernih
Warna: menarik
Desain: manarik, simple tetapi elegan",Positive
,"Kualitas Suara: jernih
Warna: hitam
Desain: bagus
Sudah diterima dan berfungsi dgn baik....Untuk suara jernih bagus untuk bassnya agak kurang ngebass....ya masih lumayan lah.... Overall bagus",Positive
,"Kualitas Suara: bass yang mantuull
Warna: sesuai ekspetasi, menarik
Desain: imutt bgtt aww💗💗",Positive
,Barangnya datang dengan tepat waktu dan suara yang dihasilkan baik,Positive
n*****a,"Kualitas Suara: bagus memuaskan
Warna: cocok soft pink lucu
Desain: simpel elegan
bagus cocok",Positive
z*****a,"Kualitas Suara: suara cukup jernih. bass biasa saja, tp termasuk oke lah untuk harga yg terjangkau
Warna: warna putih matte",Positive
,"Kualitas Suara: keren
Warna: mantap
Desain: keren
Pokok nya ngga nyesel
Keren smua
Suara enakkk
TOP lah 👍",Positive
,"Kualitas Suara: bass yang memuaskan
Desain: design nya simple dan compact",Positive
,"beli waktu lagi 99 langsung aja co tanpa mikir, bekerja dengan baik, baterainya tahan lama banget asli mungkin 3 harian bisa dipakek (mungkin faktor aku gk terlalu pakek seharian banget). cuman kalo bass dan kualitasnya standar aja bukan yg bagus banget",Neutral
2*****y,"Kualitas Suara: bagus jelas cuma terlalu ngebass
Warna: bagus teksturnya dove
Desain: lucu
Setelah pemakaian kurleb seminggu gak mengecewakan. Hanya saja untuk kualitas suaranya menurut aku terlalu ngebass. Gak bisa diubah atau diatur gitu. Terus pengoperasiannya agak sulit kaya mau gedein/kecilin volume biasanya hedset lain tinggal klik 3 kali. Kalau yg ini gatau hrs klik apa jd hrs buka tutup hp repot. Makasih kak semoga awet",Positive
l*****a,"Kualitas Suara: jernih
Warna: sangat bagusssss blue🩵
Desain: sangat menarik dan cantik
Bagus bgt 10/10!!",Positive
a*****a,"Kualitas Suara: sangat mengesankan
Warna: warnanya cerah
Desain: bagus
My very first baseus earphone. Suka banget, bagus!",Positive
,"Thank u seller. All good!!
Bass nya oke banget, tws nya cukup nyaman dikuping dan awet juga baterainya💖",Positive
,"Kualitas Suara: lumayan
Warna: warna ping soft cantik
Desain: modern
Harga terjangkau suara oke",Positive
,"Kualitas Suara: Bagus, seuai harga
Warna: sesuai pesanan lucu
Desain bagus sesuai desc, kasi bintang 3 soalnya pas di review adminnya bilang bisa disambungin di apps tapi ngak ternyata, kecewa🙏🫩",Positive
e*****h,Akhirnya yang ditunggu dateng juga. Sesuai pesanan suaranya enak juga semoga awet ya dipakenya 🥳,Positive
f*****_,"Suka bangeet. Ngebass nya dapet, suaranya enak, dan gak bikin sakit di kuping. Worth it banget, terimakasih banyak ya kak",Positive
,"Barang okee, pengiriman cepat, temen saya sukaa, ini hadiah buat temen sayaa hehehe, makasi seller",Positive
s*****a,"Kualitas Suara: oke
Warna: lucu
Desain: bagus
overall oke sih, ketahanan batre juga awet, syg nya belum support aplikasi baseus nya aja, but gwenchanna💗👍🏼",Positive
r*****3,"Kualitas Suara: sangat menggelegar
Warna: bagus sesuai dengan gambar
Desain: elegan dan simple
mantap",Positive
,"Kualitas Suara: bassnya mantap
Warna: sesuai dengan ekspektasi dan menarik
Desain: terlihat keren dan modern",Positive
a*****a,"Kualitas Suara: bagus
Warna: putih
Desain: keren dan modern
Udah dipake lama, tapi batre awet banget. So far bagus sih.",Positive
p*****r,"Kalo dipake teleponan, suara di penerimanya jd sedikit jauh (suaranya jd kecil). Tpi kalo untuk denger musik aman kok, jernih juga suaranya",Positive
,"Pengiriman cepat, packing aman harga sesuai dengan kualitas. Terima kasih banyak",Positive
a*****a,"Kualitas Suara: bagus
Warna: hitam
Desain: baik
Packing aman. Beli kedua. Semoga awet dan cocok",Positive
j*****9,"Kualitas Suara: baguss jerih
Warna: lucu bangeet warnanya
Desain: menarik, pas tidak besar dan tidak kecil",Positive
n*****i,"Kualitas Suara: okeee
Warna: hitamm
Desain: mewah
kagaa mengecewakan kerenn pokoknya next order yng beli bgus dari ini🤍",Positive
,"Kualitas Suara: kualitas suara jernih
Warna: pink soft
Desain: lucu menarik
Bagus cocok untuk daily",Positive
,"Kualitas Suara: bagus, jernih, ngebass
Warna: cocok bangett untuk cowok
Desain: simpel dan elegan",Positive
,"Warna: gemassss
Desain: imuttt bangettt
Ditambahin soft case jdi makin lucuu amayyy🌷💗😩",Positive
,"Kualitas Suara: suara untuk dengar musik biasa sj dan kecil
Warna: cantik
Desain: menarik",Positive
s*****8,"Kualitas Suara: bagus
Warna: hitam
Desain: menarik
Dapet harga 100 ribu, kualitasnya bagus, suara jernih.",Positive
k*****n,"Kualitas Suara: KECIL SEBELAH
Desain: ok
sebelah kanan suaranya kecil banget.
bikin pusing kl suaranya kecil sebelah gini",Neutral
m*****n,"Kualitas Suara: jernih, bagus okeee
Warna: biwuu🩵🩵
Desain: kecee beutt, elegan n lucuuuk🩵
oke beutt euyy",Positive
,"Kualitas Suara: kualitasnya baik
Warna: sesuai
Desain: lucukk
Sesuai dengan espektasi dan warnanya soft pink cantik, baguss",Positive
,"Kualitas Suara: sangat ngebass sekali
Warna: kiyowo and cute nyaw
Desain: gemeey sekali",Positive
,"Kualitas Suara: bagus banget
Warna: sesuai dan bagus
Desain: bagus banget
bagus banget",Positive
j*****4,"Kualitas Suara: jernih, bagus
Desain: lucuuuw
Warna: bagus sesuai gambar
nanti pas mau di pakai coba di cek dulu baterai nya yaaa",Positive
n*****6,"packing bubble wrap nya ga pelit, baterainya awettt polll cakepp, sensor nya juga oke",Positive
a*****1,"Kualitas Suara: tidak terlalu
Warna: bagus
Desain: keren
maaf bintang 2 karena
sebelum nya aku pake yg varian basues tapo yang modelnya bulet itu bassnya kencenga banget cuma minusnya modelnya ga nyaman ditelinga.
karena sebelumnya bagus aku coba beli yang ini ternyata suaranya tdk sebagus dan sebas yg sebelumnya.
kalo diheadseatnya dipake sesuai posisi kurang nyaring padahal udh difullin volumennya, tp klo dipake kebalik lumayan sedikit 😭",Neutral
s*****5,"Kualitas Suara: Baguss walaupun volume kecil ttp ngebas di telinga
Warna: putih
aduhh maap guys,ilang sebelah, wkwkwk",Positive
a*****n,"Kualitas Suara: Jernih
Warna: Sangat bagus dan sesuai pada gambar
Desain: Modern dan keren",Positive
h*****6,"Kualitas Suara: bads bagus
Warna: menarik dan ceria
Desain: menarik dengan desain yang apik",Positive
r*****a,"Kualitas Suara: kualitas suaranya standar dan nyaman, untuk suara bass nya juga ga yg kenceng
Desain: suka desainnya yg pas di telinga dan emg kurang suka sama tws yg ada karetnya
Sejauh ini masih saya kasih bintang 5, tapi saya belum cek kualitas mic dan tombol cepat untuk angkat telfonnya. Semoga berfungsi dengan baik, karena pernah beli sebelumnya ternyata tombol cepat untuk tlfonnya ga berfungsi.",Positive
t*****8,"Sepadan dengan Harga: ok
Fitur Terbaik: ok
Suara jernih, pengiriman cepat. Oke sih cuma agak sakit klo kelamaan dipakai mungkin bukan karet jd sakit",Positive
n*****1,"Kualitas Suara: Bagus jernih
Warna: warna biru nya soft
Desain: compatible
Bagus bangett suaranya jernih dan nge bass",Positive
u*****a,"Kualitas Suara: jernih
Desain: sangat bagusss
Warna: kece parah
TERIMA KASIH KAKKK",Positive
n*****0,"barang sampe sesuai pesanan, kualitasnya bagus dengan harga segitu. puas banget ini",Positive
m*****a,"Kualitas Suara: bass lumayan bagus
Warna: sangat bagus sesuai keinginan
Desain: modern dan keren",Positive
a*****a,"Kualitas Suara: suara bagus
Warna: pink soft
Kualitas produk bagus dan memuaskan.",Positive
,"Kualitas Suara: jernih bas oke
Desain: sukaa benget pink soft
Warna: bagussss sesuai gambar",Positive
d*****0,"Pengiriman normal, barang sesuai tidak ada yg rusak, warna juga sesuai sama yg saya pilih",Negative
y*****p,"Kualitas Suara: memuaskan
Warna: lucu
Desain: simpel
pengemasan aman, produk berfungsi baik, dapet kabel charger usb to type c.",Positive
,bagus barangnya sampai dengan aman. warnanya lucuuuu borunya soft. berfungsi dengan baik,Positive
b*****l,"ini ga kedap suara tp kualitasnya bagus sih, kmrn sempet kendala tp adminnya gercep utk return, makasih min",Positive
,"Kualitas Suara: sangat jernih
Warna: bagus dan sesuai pemesanan
Desain: elegant
Normal digunakan",Positive
,"Kualitas Suara: suaranyaaa muantap poll
Warna: lucyuuu
Desain: baguss mungiel gtuu
Sangat"" bgs",Positive
,"Kualitas Suara: suara bagus jernih
Warna: menarik
Desain: kecil dan pas
suara bass oke jernih",Positive
,"Kualitas Suara: mantap dan jernih serta bass
Warna: warna bagus netral
Desain: kren dan moderen",Positive
c*****t,"Kualitas Suara: ok
Warna: cute
Desain: ok
Barang sampe dengan aman, semoga awet, terima kasih seller",Positive
z*****4,"Paket sampai dengan selamat dan pengemasan yang bagus, barangnya dalam keadaan baik",Positive
,"Kualitas Suara: baguss bngt jernihh
Warna: pinknya lucuuu
Desain: kecil imut dan mudah di bawa kemana mana",Positive
n*****3,"kualitas suaranya bagus bassnya mantep, warnanya juga lucuk pink soft ga norak gt",Positive
s*****1,"Kualitas Suara: bass nya kurang klo mo dipake utk nikmatin musik
Warna: pink soft matte
Bentuk mirip compack powder gini jd lebih gampang bersihin case nya, klo yg bentuk case nya kyk kemasan vaselin jely susah bersihin dalamnya.",Positive
,"Kualitas Suara: bagus
Warna: sesuai
Desain: menarik
Alhamdulilah paket dah di terima dengan baik terimakasih seller sukses sll",Positive
t*****i,Bagus bangett. Awet juga baterai nya . Connect nya juga super gampang bangettt,Positive
,"Kualitas Suara: jernih
Warna: sesuai ekspetasi
Desain: oke
Alhamdulillah barangnya sudah sampai dan pengemasannya juga oke",Positive
m*****3,"suaranya oke banget sih gede, warnanya juga lucuu banget 😻😻",Positive
,"Kualitas Suara: belum di cobain, barang ori
Warna: pink
Desain: tipis
Pink nya lucu, belum di coba semoga wet",Positive
,"Kualitas Suara: ngebas suara nya
Warna: cantik warnanya
Desain: lucu
Bagusss",Positive
d*****_,"Kualitas Suara: agak kecil
Warna: lucu
Desain: bagus
bagus lumayan cuma gatau kenapa yang aku mah suaranya kecil jadi kalo mau kedengeran tuh volume di hp nya harus agak full",Neutral
a*****a,"Kualitas Suara: bagus dan enak di pakai
Warna: lucu dan menarik
Desain: simple",Positive
a*****4,"Kualitas Suara: jernih
Warna: menarikk&lucuuuu
Desain: baguss, cantikk
warna pinkk nya lucuu bgtt, bass nya juga lumayan kenceng dan suara nya bagus semogaa aweett🫰🏻💞",Positive
r*****y,"Nempelnya di telinga enak, ga sakit. Suaranya mantep. Baterainya awet pula",Positive
,"Ini enak banget, suaranya lembut, bass nya gak ngebass banget, tp enak, pas banget.",Positive
i*****5,"Gak tahan lama, pengisian cepat, cepat pula habisnya, padahal reviewnya bagus2",Neutral
,"Ringan, pas banget di kuping, tidak terasa sakit
Bass nya lumayan nendang

Over all puas 🙏🏻",Positive
,"Bagossssss, semua okeeeee untuk harga segini cukuplah. Blm tahu kalau utk ketahanan baterai yaaa",Positive
,"Kualitas Suara: bagus
Warna: cute
Desain: menarik
Warnanya cute, kalem, desain bagus, tapi aku ngerasa suaranya agak kecil walaupun volume full, soalnya sebelumnya pake merk lain suaranya gede bgt sampe gabisa full in volume, kalo ini suaranya bagus, cuma gak terlalu gede walaupun volume full",Positive
n*****5,"suaranya bagus mantep. kecil wadahnya jadi enak mau dibawa pergi pergi. tapi earbudnya agak kegedean, kadang bikin sakit di telinga. tapi ya untuk harga segitu worth it sih",Positive
a*****t,"barang bagus sesuai pesanan, bassnya juga oke, semoga awet, terima kasih",Positive
a*****_,dr segi kualitas suara sih okee. but sadly dia terlalu licin di telinga jd gampang lepas dan jatuh huhu,Neutral
,"Kualitas Suara: Jernih bgt
Kualitas: Mantap bgt
Lucu bgttt warna pinknyaaa wee💓",Positive
n*****3,"packingnya aman bgt, suka bgt sama produknya, sebelumnya udh pake jugaa ^^",Positive
m*****5,"Kualitas Suara: jernih
Warna: soft, sesuai gambar
Desain: menarik, bagus
Packingan aman banget, produk bagus sesuai spesifikasi, kualitas bagus seharga ini. Thanks seller.",Positive
l*****3,"Kualitas Suara: Baik
Warna: Baik
Desain: Baik
Terima kasih kak pesanan saya sudah sampai dengan aman, berfungsi dengan baik.
Bagus juga, packing rapi dan pengiriman cepat.",Positive
d*****a,"Kualitas Suara: bagusss
Warna: soft pink
Desain: menarik
Kerennnn",Positive
e*****h,"Kualitas Suara: okelah
Warna: lucu
Desain: biasa aja
Awal awal oke tapi kalo lama lama sakit di telinga 👂",Neutral
d*****i,"beli pas lagi flashsale, alhamdulillah bagus suara nya, tp ternyata di kuping kegedean,, overall 
baguuus",Positive
z*****i,"Kualitas Suara: oke
Warna: biru pastel gemes
Desain: lebih tipis
Second purchase krn nyari yg gak pake karet",Positive
,"Kualitas Suara: Suara jernih, bass mantaaf
Kenyamanan: sangat nyaman
Desain: bagus menarik",Positive
,"Kualitas Suara: jernih,bass oke
Warna: cuteee bgttt🥹💗💗💗
Desain: simple tapi elegannn
Incaran selama ini,finally i have baseus bowie e16💗💗💗💗💗
pengiriman super cepet thanks seller💗",Positive
,"Kualitas Suara: jernih
Kualitas: bagus
Sangat suka👍🏻",Positive
d*****h,"Produk original, berfungsi dengan baik, harga dapat promo, ringan nyaman dipakai untuk suara kurang ngebas",Positive
i*****0,"Kualitas Suara: bersih, jernih, lumayan ngebass
Warna: netral sih tp clean look gitu
Desain: simple
semuanya baguss, batrainya apalagi awet bangeett",Positive
,"Kualitas Suara: mantap jernih bnget
Warna: sesuai yg di pengen
Desain: lucuu pisaannn
Baguuss, warnanya lucu bnget, desainnya sesuai ga gde ga kecil, pas pkokonya",Positive
,"Kualitas Suara: Bagus
Warna: Cantik banget
Desain: Bagus
Kualitas suaranya jernih, suara bas juga bagus. Tapi kadang aku pakai tuh sedikit sakit. Terus ketahanan baterai juga lama. Oke banget dah.",Positive
,"Kualitas Suara: Suara jelas puas kali rasa nya..
Warna: warna sesuai
Desain: menarik
Saya suka dengan pengiriman nya sesuai apa yang saya inginkan suara nya jelas lagi..",Positive
a*****a,"Kualitas Suara: bagus
Warna: jitam
Desain: keren minimalis
Sangat engesankan, warna produk sesuai dengan ekspektasi terlihat keren dan modern semoga awet",Positive
,"Kualitas Suara: Baik
Warna: hitam
Untuk headset bagus,.gk ada kekurangan. Udah lama pakek baseus. Beli baru karena yg lama hilang sebelah dan karena udah lama jdi pengen ganti.",Positive
,"Kualitas Suara: mantap
Desain: bagus
Kenyamanan: nyaman
BAGUSSS, DAPET HARGA MURAHHHH, MAU CO PINK EH KEBURU ABISSS HUFT",Positive
,"Kualitas Suara: Bass nya bagus, suara jernih. Mungkin tergantung handphone nya juga. Tapi so far puas sama earphone ini. Recommend.
Warna: Putih
Desain: Minimalis",Positive
z*****w,"Kualitas Suara: jelas dan tidak sakit di telinga
Warna: sesuai ekspektasi, pinky soft
Desain: cantikk, elegan, simple
I like it very much.",Positive
,"Kualitas Suara: jernih
Warna: pink
Desain: menarik
Suara jernih bgt., pas ditelinga
Blm dicoba buat tlp
Pas barang sampe cek batre 50%
Semoga awet dan tahan lama",Positive
a*****6,"Kualitas Suara: Bagus
Warna: Hitam
Desain: Simple
Untuk series yang baru bassnya lebih oke, materialnya juga lebih oke daripada yang lama.",Positive
,"Kualitas Suara: bagus
Warna: sesuai pesanan
Desain: elegan
Pengiriman cepat, respon penjual juga baik, produk juga berfungsi dengan baik, semoga awet deh",Positive
,"Kualitas Suara: Bagus
Warna: sesuai ekspetasi
Desain: minimalis",Positive
,"Kualitas Suara: sangat bagus
Warna: sangat menarik
Desain: lucu
Pokonya bagus banget deh, rugi kalo nggk beli",Positive
,"Kualitas Suara: belum dicoba
Warna: warna putih
Desain: desain bagus dan keren
Packing baik dan aman.
Semoga awet.",Positive
,"Kualitas Suara: suara nya oke jernih
Warna: soft bagus sesuai gambar
Desain: kecil elegant, pokoknya suka bgt
Worth it bgt sesuai hargaaa bestt love u",Positive
,"Warna: ngga yng sesuai di harapkan
Desain: bagus
Kualitas Suara: lumayan
Untuk twsnya lumayan bagus tapi di pemakaian pertama ada kayak suara angin"" gituu jadi lagu yng di dengerin jadi kurang jelas, tapi cuman sesekali doang jadi masi okelah. Buat pelayanan nya kurang menurut saya karena di awal saya udah nanya apakah produk warna pink nya beneran sudah restock lagi  dan katanya udah restock trus tiba"" saya di chat gaada yang warna pink nya dan diganti warna hitam padahal saya sudah sangat excited sama warna pink nya, bahkan saya langsung CO casing warna pink juga, trus tiba"" dikabarin ternyata warna pinknya habis dan di ganti warna hitam. Rasanya  sedihh sii, dan kalo bisa tolong di jelaskan fitur"" yang ada di tws nya kayak fungsi tombol reset, tekan 1 kali 2kali buat apa. Karena yang di petunjuk itu bahasanya nyampur dan susah terjemahin nyaa trus nanya ke penjual juga ngga di jawab sesuai pertanyaan",Neutral
,"Kualitas Suara: suara jernih
Warna: bagus sesuai gambar
Desain: menarik
Bagus banget deh pkknya,maap baru ngasu ulasan",Positive
d*****i,"so far so good. untuk batre tahan kurang lebih 1 - 2 minggu di aku yg dipake cuma pas perjalanan pulang pergi kantor ±1,5 jam.",Negative
k*****a,"Sepadan dengan Harga: murah.. semoga awet
Awalnya bingung pairing bluetooth gagal trs... tnyt setelah direset 8detik lgs muncul nama nya dibluetooth.. mungil.. lucu... semoga awet...🤣",Positive
d*****2,"Very kyuuuttt..
Semoga awet yaa
Pengemasan dan pengiriman cepat, dan packing juga rapi aman",Positive
,"Fitur Terbaik: ok
Sepadan dengan Harga: yup
Packing aman. Nyampenya cepet juga. Barangnya aman. Warna nya cantik. Baru mo dicoba. Moga berfungsi baik",Positive
m*****a,"Kualitas Suara: jernih
Warna: biru
Desain: menarik
suaranya jelas dan oke banget, kalau dipakai lama ga bikin sakit di telinga, untuk pemakaian sejauh ini aman banget dan baterainya juga tahan lama",Positive
z*****6,"Kualitas Suara: jernih bagus, bass nya mantap
Warna: bagus
Desain: bagus",Positive
a*****3,"Bagus banget bass nya mantul ,next order lagi buat adekku,pake case lebih lucu lagi",Positive
m*****5,"Kualitas Suara: jernih
Warna: warna kesukaanku
Desain: lucu
Aku suka baseus , murah simpel dan ga sakit dibtelinga , desainnya klasik tapi dia paling nyaman dibnding yg lain",Positive
,"Alhamdulillah..barang sudah datang, sesuai dengan yang dipilih..cukup elegan, tampilan menarik, masih belum dicoba, mudah2an suara bagus dan awet..terimakasih",Positive
,"Bagus basnya enak suaranya mantap terimakasih toko yg baik baterai awet, di telinga nyaman tidak sakit",Positive
f*****n,"Alhamdulillah pesanan sudah sampai, barang aman dan pengiriman cepat",Positive
p*****9,"Kualitas Suara: bagus
Warna: pastel pink
Desain: kayak di foto
baru pertama kali nyoba, bagus bagus aja sih, ga bisa compare sama produk lain/seri lain. lebih enakan dari yang kabel. tapi emang rawan jatuh soalnya kaya kurang pas ditelinga. belum tau awet sampe kapan.",Positive
